"country","code","region","year","life_exp","gdp_per_cap","pop"
"Azerbaijan","aze","Europe",1997,65.3,3488,7921789
"Bahamas","bhs","Americas",1997,70.2,22971,286968
"Bahrain","bhr","Asia",1997,73.8,43798,597834
"Bangladesh","bgd","Asia",1997,63.2,1492,123574107
"Barbados","brb","Americas",1997,73.9,13564,266944
"Belarus","blr","Europe",1997,68,6087,10091181
"Belgium","bel","Europe",1997,77.4,34377,10201758
"Belize","blz","Americas",1997,69.7,6177,221608
"Benin","ben","Africa",1997,56.9,1451,6361301
"Bhutan","btn","Asia",1997,65.1,3184,520917
"Bolivia","bol","Americas",1997,65.6,4264,7870860
"Bosnia and Herzegovina","bih","Europe",1997,74.4,4996,3779354
"Botswana","bwa","Africa",1997,52.9,9637,1645846
"Brazil","bra","Americas",1997,69.6,11382,167893835
"Brunei","brn","Asia",1997,75.2,75654,309746
"Bulgaria","bgr","Europe",1997,70.6,8617,8199923
"Burkina Faso","bfa","Africa",1997,51.6,970,10665781
"Burundi","bdi","Africa",1997,45,737,6420397
"Cambodia","khm","Asia",1997,58.7,1148,11338733
"Cameroon","cmr","Africa",1997,55.5,2289,14709961
"Canada","can","Americas",1997,78.6,33310,29871092
"Cape Verde","cpv","Africa",1997,68.2,2794,409805
"Central African Republic","caf","Africa",1997,45.9,852,3497910
"Chad","tcd","Africa",1997,52.5,1054,7494143
"Chile","chl","Americas",1997,76.2,14186,14594070
"China","chn","Asia",1997,69.1,3000,1247259143
"Colombia","col","Americas",1997,72.8,8804,38645409
"Comoros","com","Africa",1997,59.4,1434,506525
"Congo, Dem. Rep.","cod","Africa",1997,53.2,645,44558347
"Congo, Rep.","cog","Africa",1997,46.3,4618,2873638
"Costa Rica","cri","Americas",1997,77,8603,3682725
"Cote d'Ivoire","civ","Africa",1997,52.3,3131,15296390
"Cuba","cub","Americas",1997,75.4,10106,11000431
"Cyprus","cyp","Europe",1997,77.1,26704,890733
"Czech Republic","cze","Europe",1997,74.2,19821,10313836
"Denmark","dnk","Europe",1997,76.2,38584,5276683
"Djibouti","dji","Africa",1997,60.1,2127,685644
"Dominican Republic","dom","Americas",1997,72.9,6918,8163474
"Ecuador","ecu","Americas",1997,72.7,7951,11924991
"Egypt","egy","Africa",1997,68.2,7036,64754566
"El Salvador","slv","Americas",1997,70.8,5817,5692300
"Equatorial Guinea","gnq","Africa",1997,50.3,7037,479836
"Eritrea","eri","Africa",1997,59,1623,3260612
"Estonia","est","Europe",1997,70,12709,1409718
"Ethiopia","eth","Africa",1997,50.6,630,60893264
"Fiji","fji","Asia",1997,64.1,6087,792859
"Finland","fin","Europe",1997,77.1,29884,5140755
"France","fra","Europe",1997,78.7,31756,58652709
"Gabon","gab","Africa",1997,59.9,20545,1143838
"Gambia","gmb","Africa",1997,63.1,1468,1126786
"Georgia","geo","Europe",1997,71.3,2951,4921287
"Germany","deu","Europe",1997,77.3,34578,81993831
"Ghana","gha","Africa",1997,59.8,2148,17568583
"Greece","grc","Europe",1997,78.1,22739,10798190
"Grenada","grd","Americas",1997,70.8,8117,101125
"Guatemala","gtm","Americas",1997,67.7,5992,10871786
"Guinea","gin","Africa",1997,54,1089,8331366
"Guinea-Bissau","gnb","Africa",1997,52.8,1855,1233520
"Guyana","guy","Americas",1997,64.3,5153,733854
"Haiti","hti","Americas",1997,57,1726,8111954
"Honduras","hnd","Americas",1997,70.2,3475,5855946
"Hong Kong, China","hkg","Asia",1997,79.29,33636,6411273
"Hungary","hun","Europe",1997,70.9,15667,10311227
"Iceland","isl","Europe",1997,79.6,30009,272798
"India","ind","Asia",1997,60.5,2235,997817250
"Indonesia","idn","Asia",1997,66.7,6683,202853850
"Iran","irn","Asia",1997,70.3,11216,62426086
"Iraq","irq","Asia",1997,65.2,8027,21519356
"Ireland","irl","Europe",1997,77.4,32568,3706032
"Israel","isr","Asia",1997,77.9,23544,5630066
"Italy","ita","Europe",1997,78.7,33733,57044614
"Jamaica","jam","Americas",1997,74.4,8354,2535443
"Japan","jpn","Asia",1997,80.4,32391,125048424
"Jordan","jor","Asia",1997,72.8,7481,4545248
"Kazakhstan","kaz","Asia",1997,63.9,8517,15465649
"Kenya","ken","Africa",1997,56.7,2179,28842245
"Kiribati","kir","Asia",1997,59.4,1559,80190
"North Korea","prk","Asia",1997,58.8,1230,22240826
"South Korea","kor","Asia",1997,74.9,18687,45283939
"Kuwait","kwt","Asia",1997,76.2,82227,1686256
"Kyrgyz Republic","kgz","Asia",1997,65.3,1939,4734761
"Lao","lao","Asia",1997,54.4,2084,5068658
"Latvia","lva","Europe",1997,69.3,9238,2434628
"Lebanon","lbn","Asia",1997,74.4,12347,3092684
"Lesotho","lso","Africa",1997,56.6,1563,1801695
"Liberia","lbr","Africa",1997,53.8,289,2365290
"Libya","lby","Africa",1997,74.8,22977,5062160
"Lithuania","ltu","Europe",1997,71.1,11360,3574014
"Luxembourg","lux","Europe",1997,77.4,67646,419974
"Macedonia, FYR","mkd","Europe",1997,72.3,7805,1969345
"Madagascar","mdg","Africa",1997,58,1394,14329239
"Malawi","mwi","Africa",1997,45.8,633,10260421
"Malaysia","mys","Asia",1997,72.8,15749,21808125
"Maldives","mdv","Asia",1997,70.8,6120,265067
"Mali","mli","Africa",1997,52.2,1178,10168000
"Malta","mlt","Europe",1997,78.8,22344,378789
"Mauritania","mrt","Africa",1997,62,2717,2476188
"Mauritius","mus","Africa",1997,70.7,9885,1154137
"Mexico","mex","Americas",1997,73.6,13634,97925825
"Micronesia, Fed. Sts.","fsm","Asia",1997,65.9,2873,108506
"Moldova","mda","Europe",1997,67.9,2515,4284931
"Mongolia","mng","Asia",1997,61.9,4435,2335694
"Montenegro","mne","Europe",1997,73.3,9978,618192
"Morocco","mar","Africa",1997,70.4,4177,27934014
"Mozambique","moz","Africa",1997,52.5,520,16872896
"Myanmar","mmr","Asia",1997,59.7,1919,45895991
"Namibia","nam","Africa",1997,58.1,5971,1758097
"Nepal","npl","Asia",1997,63.4,1478,22395247
"Netherlands","nld","Europe",1997,77.9,37414,15636131
"New Zealand","nzl","Asia",1997,77.6,26152,3752102
"Nicaragua","nic","Americas",1997,75,3117,4786641
"Niger","ner","Africa",1997,50.6,802,10058960
"Nigeria","nga","Africa",1997,55,2813,113975055
"Norway","nor","Europe",1997,78.3,55386,4412958
"Oman","omn","Asia",1997,74.5,42370,2227596
"Pakistan","pak","Asia",1997,61.8,3270,128845692
"Panama","pan","Americas",1997,75.6,9237,2852739
"Papua New Guinea","png","Asia",1997,57.2,2101,4969116
"Paraguay","pry","Americas",1997,74.2,6665,4980346
"Peru","per","Americas",1997,72.4,6551,24827409
"Philippines","phl","Asia",1997,69,4230,73042605
"Poland","pol","Europe",1997,72.7,12602,38583109
"Portugal","prt","Europe",1997,75.8,23555,10159662
"Qatar","qat","Asia",1997,74.6,100111,528213
"Romania","rou","Europe",1997,69.1,10329,22633398
"Russia","rus","Europe",1997,67,11779,147772805
"Rwanda","rwa","Africa",1997,44,781,6506118
"St. Lucia","lca","Americas",1997,71.5,9125,150994
"St. Vincent and the Grenadines","vct","Americas",1997,69.7,6945,108001
"Samoa","wsm","Asia",1997,70.4,3929,172191
"Sao Tome and Principe","stp","Africa",1997,63.9,2164,130110
"Saudi Arabia","sau","Asia",1997,76,37060,19809633
"Senegal","sen","Africa",1997,58.9,1774,9163184
"Serbia","srb","Europe",1997,72.1,7899,9775008
"Seychelles","syc","Africa",1997,70.1,17272,78474
"Sierra Leone","sle","Africa",1997,51.3,996,3843472
"Singapore","sgp","Asia",1997,77.2,48528,3653151
"Slovak Republic","svk","Europe",1997,72.8,14525,5378490
"Slovenia","svn","Europe",1997,75.2,19887,1988077
"Solomon Islands","slb","Asia",1997,61.5,2163,379859
"Somalia","som","Africa",1997,49.6,613,6672781
"South Africa","zaf","Africa",1997,60,9952,42921506
"Spain","esp","Europe",1997,78.6,27167,39996221
"Sri Lanka","lka","Asia",1997,71.4,4396,18478024
"Sudan","sdn","Africa",1997,60.8,2142,26149124
"Suriname","sur","Americas",1997,70.2,10263,461569
"Swaziland","swz","Africa",1997,55.8,5167,1006760
"Sweden","swe","Europe",1997,79.4,32360,8859106
"Switzerland","che","Europe",1997,79.2,45734,7090176
"Syria","syr","Asia",1997,73.4,5385,15151962
"Tajikistan","tjk","Asia",1997,64.8,1045,5936780
"Tanzania","tza","Africa",1997,53.8,1405,31533781
"Thailand","tha","Asia",1997,70.5,9454,60544937
"Timor-Leste","tls","Asia",1997,62.4,1741,853867
"Togo","tgo","Africa",1997,56.9,1418,4506465
"Tonga","ton","Asia",1997,69.7,4235,96526
"Trinidad and Tobago","tto","Americas",1997,69.4,14928,1260677
"Tunisia","tun","Africa",1997,73.9,6649,9384151
"Turkey","tur","Europe",1997,71.2,12911,60394104
"Turkmenistan","tkm","Asia",1997,63.2,4221,4335991
"Uganda","uga","Africa",1997,48.5,979,21679497
"Ukraine","ukr","Europe",1997,67.3,4509,50096497
"United Arab Emirates","are","Asia",1997,72.4,109553,2595220
"United Kingdom","gbr","Europe",1997,77.1,29662,58263858
"United States","usa","Americas",1997,76.6,41812,272882865
"Uruguay","ury","Americas",1997,73.7,13007,3271014
"Uzbekistan","uzb","Asia",1997,66.9,2280,23474760
"Vanuatu","vut","Asia",1997,61.2,2693,175004
"Venezuela","ven","Americas",1997,73.6,15680,23108003
"Vietnam","vnm","Asia",1997,71.1,2339,77460429
"Yemen","yem","Asia",1997,61.1,3746,16349809
"Zambia","zmb","Africa",1997,45.9,2203,9763742
"Zimbabwe","zwe","Africa",1997,52.8,2645,12059858
"South Sudan","ssd","Africa",1997,53.4,2338,5806951
"Afghanistan","afg","Asia",1998,48.6,947,18511480
"Albania","alb","Europe",1998,74.2,4434,3102898
"Algeria","dza","Africa",1998,72.6,9646,30336880
"Angola","ago","Africa",1998,51.8,3376,14187710
"Antigua and Barbuda","atg","Americas",1998,74.1,18483,74206
"Argentina","arg","Americas",1998,73.8,12268,36241578
"Armenia","arm","Europe",1998,70.5,2636,3112958
"Australia","aus","Asia",1998,79.2,33085,18709175
"Austria","aut","Europe",1998,77.8,36157,8023166
"Azerbaijan","aze","Europe",1998,65.6,3801,7984531
"Bahamas","bhs","Americas",1998,70.1,23799,290054
"Bahrain","bhr","Asia",1998,74,44399,618054
"Bangladesh","bgd","Asia",1998,63.9,1538,126169583
"Barbados","brb","Americas",1998,74.1,14081,267949
"Belarus","blr","Europe",1998,67.9,6630,10051298
"Belgium","bel","Europe",1998,77.5,34992,10216867
"Belize","blz","Americas",1998,69.5,6220,230289
"Benin","ben","Africa",1998,57,1466,6546493
"Bhutan","btn","Asia",1998,65.6,3292,533506
"Bolivia","bol","Americas",1998,66.3,4384,8026257
"Bosnia and Herzegovina","bih","Europe",1998,74.8,5609,3775898
"Botswana","bwa","Africa",1998,50.9,9507,1678111
"Brazil","bra","Americas",1998,69.9,11250,170516482
"Brunei","brn","Asia",1998,75.6,73498,316873
"Bulgaria","bgr","Europe",1998,71,8976,8131743
"Burkina Faso","bfa","Africa",1998,51.8,1012,10969093
"Burundi","bdi","Africa",1998,45.5,763,6511920
"Cambodia","khm","Asia",1998,59,1176,11641509
"Cameroon","cmr","Africa",1998,55,2338,15108630
"Canada","can","Americas",1998,78.8,34389,30145148
"Cape Verde","cpv","Africa",1998,68.2,3082,419884
"Central African Republic","caf","Africa",1998,45.7,873,3577028
"Chad","tcd","Africa",1998,52.1,1090,7760157
"Chile","chl","Americas",1998,76.6,14450,14788609
"China","chn","Asia",1998,69.4,3205,1255262566
"Colombia","col","Americas",1998,73.1,8701,39234059
"Comoros","com","Africa",1998,60,1416,520180
"Congo, Dem. Rep.","cod","Africa",1998,53.5,622,45647949
"Congo, Rep.","cog","Africa",1998,49.9,4657,2953011
"Costa Rica","cri","Americas",1998,77.2,9095,3767369
"Cote d'Ivoire","civ","Africa",1998,52.2,3202,15728482
"Cuba","cub","Americas",1998,75.6,10086,11041893
"Cyprus","cyp","Europe",1998,77.1,27721,908040
"Czech Republic","cze","Europe",1998,74.5,19777,10297977
"Denmark","dnk","Europe",1998,76.7,39297,5298680
"Djibouti","dji","Africa",1998,60,2092,698256
"Dominican Republic","dom","Americas",1998,72.9,7283,8296375
"Ecuador","ecu","Americas",1998,72.8,8045,12163887
"Egypt","egy","Africa",1998,68.6,7207,65922626
"El Salvador","slv","Americas",1998,71,5994,5736075
"Equatorial Guinea","gnq","Africa",1998,51.2,8437,496330
"Eritrea","eri","Africa",1998,58.8,1603,3337227
"Estonia","est","Europe",1998,69.5,13705,1406388
"Ethiopia","eth","Africa",1998,51.1,591,62707547
"Fiji","fji","Asia",1998,64.2,6108,800314
"Finland","fin","Europe",1998,77.3,31423,5153229
"France","fra","Europe",1998,78.7,32764,58867465
"Gabon","gab","Africa",1998,60,20729,1173114
"Gambia","gmb","Africa",1998,63.4,1477,1159001
"Georgia","geo","Europe",1998,71.4,3072,4859954
"Germany","deu","Europe",1998,77.6,35254,82010184
"Ghana","gha","Africa",1998,60.1,2199,17969006
"Greece","grc","Europe",1998,78.2,23535,10859311
"Grenada","grd","Americas",1998,70.6,8633,101302
"Guatemala","gtm","Americas",1998,67.7,6149,11136814
"Guinea","gin","Africa",1998,54,1107,8497582
"Guinea-Bissau","gnb","Africa",1998,51.7,1305,1260424
"Guyana","guy","Americas",1998,64.3,5041,737316
"Haiti","hti","Americas",1998,57.5,1733,8258484
"Honduras","hnd","Americas",1998,63.9,3500,5985675
"Hong Kong, China","hkg","Asia",1998,79.63,31394,6559656
"Hungary","hun","Europe",1998,71.1,16365,10282937
"Iceland","isl","Europe",1998,79.9,31601,275568
"India","ind","Asia",1998,60.8,2332,1016402907
"Indonesia","idn","Asia",1998,67,5721,205753493
"Iran","irn","Asia",1998,70.8,11311,63616065
"Iraq","irq","Asia",1998,65.7,10490,22200835
"Ireland","irl","Europe",1998,77.6,34985,3743948
"Israel","isr","Asia",1998,78.1,24009,5764197
"Italy","ita","Europe",1998,78.9,34269,57010940
"Jamaica","jam","Americas",1998,74.5,8086,2558241
"Japan","jpn","Asia",1998,80.5,31656,125266403
"Jordan","jor","Asia",1998,73,7503,4621329
"Kazakhstan","kaz","Asia",1998,64.2,8500,15238339
"Kenya","ken","Africa",1998,56.1,2194,29564614
"Kiribati","kir","Asia",1998,59.5,1702,81556
"North Korea","prk","Asia",1998,58.9,1267,22444986
"South Korea","kor","Asia",1998,75.4,17493,45599569
"Kuwait","kwt","Asia",1998,76.3,80971,1766247
"Kyrgyz Republic","kgz","Asia",1998,65.6,1950,4817608
"Lao","lao","Asia",1998,54.9,2123,5165072
"Latvia","lva","Europe",1998,69,9912,2414650
"Lebanon","lbn","Asia",1998,74.9,12703,3113960
"Lesotho","lso","Africa",1998,54.6,1572,1821632
"Liberia","lbr","Africa",1998,54.4,346,2558085
"Libya","lby","Africa",1998,74.8,22502,5153764
"Lithuania","ltu","Europe",1998,71.3,12200,3544668
"Luxembourg","lux","Europe",1998,77.7,71147,425830
"Macedonia, FYR","mkd","Europe",1998,72.4,7983,1984242
"Madagascar","mdg","Africa",1998,58.3,1404,14790245
"Malawi","mwi","Africa",1998,45.3,639,10563554
"Malaysia","mys","Asia",1998,73,14231,22358128
"Maldives","mdv","Asia",1998,71.7,6564,270292
"Mali","mli","Africa",1998,50.9,1217,10444822
"Malta","mlt","Europe",1998,78.9,23347,381844
"Mauritania","mrt","Africa",1998,62.5,2711,2551429
"Mauritius","mus","Africa",1998,71,10375,1165288
"Mexico","mex","Americas",1998,73.7,14033,99632299
"Micronesia, Fed. Sts.","fsm","Asia",1998,66.1,2966,108236
"Moldova","mda","Europe",1998,68.5,2353,4253280
"Mongolia","mng","Asia",1998,62.1,4544,2355588
"Montenegro","mne","Europe",1998,73.1,10482,616308
"Morocco","mar","Africa",1998,70.8,4448,28292299
"Mozambique","moz","Africa",1998,52.6,562,17317376
"Myanmar","mmr","Asia",1998,60.1,1944,46509586
"Namibia","nam","Africa",1998,56.7,5991,1809920
"Nepal","npl","Asia",1998,63.9,1487,22866496
"Netherlands","nld","Europe",1998,78.1,38816,15721627
"New Zealand","nzl","Asia",1998,78,26077,3783516
"Nicaragua","nic","Americas",1998,73.2,3175,4869627
"Niger","ner","Africa",1998,51.2,854,10432657
"Nigeria","nga","Africa",1998,55.1,2818,116860691
"Norway","nor","Europe",1998,78.3,56502,4440109
"Oman","omn","Asia",1998,74.8,43621,2224922
"Pakistan","pak","Asia",1998,62,3266,132013680
"Panama","pan","Americas",1998,75.8,9713,2911383
"Papua New Guinea","png","Asia",1998,56.5,1969,5101633
"Paraguay","pry","Americas",1998,74.2,6527,5089306
"Peru","per","Americas",1998,73.1,6418,25199744
"Philippines","phl","Asia",1998,69,4115,74656228
"Poland","pol","Europe",1998,73,13225,38550777
"Portugal","prt","Europe",1998,76.1,24560,10198310
"Qatar","qat","Asia",1998,74.6,107276,548618
"Romania","rou","Europe",1998,69.8,9855,22458737
"Russia","rus","Europe",1998,67.2,11173,147385440
"Rwanda","rwa","Africa",1998,45.6,768,7047196
"St. Lucia","lca","Americas",1998,71.7,9574,153066
"St. Vincent and the Grenadines","vct","Americas",1998,69.8,7310,107923
"Samoa","wsm","Asia",1998,70.6,3997,172979
"Sao Tome and Principe","stp","Africa",1998,64,2174,132284
"Saudi Arabia","sau","Asia",1998,76.3,37671,20302193
"Senegal","sen","Africa",1998,59.1,1834,9386923
"Serbia","srb","Europe",1998,71.5,8121,9669648
"Seychelles","syc","Africa",1998,70.4,18361,79213
"Sierra Leone","sle","Africa",1998,49.7,1006,3878475
"Singapore","sgp","Asia",1998,77.6,45863,3735531
"Slovak Republic","svk","Europe",1998,72.8,15085,5382521
"Slovenia","svn","Europe",1998,75.4,20585,1988166
"Solomon Islands","slb","Asia",1998,61.6,2142,390489
"Somalia","som","Africa",1998,50.3,607,6904231
"South Africa","zaf","Africa",1998,58.9,9770,43584030
"Spain","esp","Europe",1998,78.8,28238,40151723
"Sri Lanka","lka","Asia",1998,72,4550,18572347
"Sudan","sdn","Africa",1998,61.2,2175,26777059
"Suriname","sur","Americas",1998,70.1,10283,469108
"Swaziland","swz","Africa",1998,53.5,5189,1028694
"Sweden","swe","Europe",1998,79.5,33709,8861204
"Switzerland","che","Europe",1998,79.5,46942,7113505
"Syria","syr","Asia",1998,73.8,5620,15568797
"Tajikistan","tjk","Asia",1998,64.9,1086,6012308
"Tanzania","tza","Africa",1998,53.7,1421,32323953
"Thailand","tha","Asia",1998,70.4,8363,61250974
"Timor-Leste","tls","Asia",1998,62.8,1738,845106
"Togo","tgo","Africa",1998,56.6,1351,4624826
"Tonga","ton","Asia",1998,69.7,4331,96937
"Trinidad and Tobago","tto","Americas",1998,69.6,16064,1262544
"Tunisia","tun","Africa",1998,74.3,6879,9499387
"Turkey","tur","Europe",1998,72,13008,61344874
"Turkmenistan","tkm","Asia",1998,63.3,4460,4395293
"Uganda","uga","Africa",1998,48.7,996,22336812
"Ukraine","ukr","Europe",1998,68.1,4463,49655175
"United Arab Emirates","are","Asia",1998,72.8,104107,2733770
"United Kingdom","gbr","Europe",1998,77.3,30614,58456989
"United States","usa","Americas",1998,76.8,43166,276354096
"Uruguay","ury","Americas",1998,74,13508,3292134
"Uzbekistan","uzb","Asia",1998,67.1,2340,23845788
"Vanuatu","vut","Asia",1998,62.5,2761,178074
"Venezuela","ven","Americas",1998,73.6,15416,23565734
"Vietnam","vnm","Asia",1998,71.5,2437,78462888
"Yemen","yem","Asia",1998,61.5,3857,16829935
"Zambia","zmb","Africa",1998,45.4,2136,10034412
"Zimbabwe","zwe","Africa",1998,50.9,2680,12226742
"South Sudan","ssd","Africa",1998,53.8,2407,6092688
"Afghanistan","afg","Asia",1999,50,972,19038420
"Albania","alb","Europe",1999,74.2,4912,3114851
"Algeria","dza","Africa",1999,73,9810,30766551
"Angola","ago","Africa",1999,51.8,3389,14601983
"Antigua and Barbuda","atg","Americas",1999,74,18780,76041
"Argentina","arg","Americas",1999,73.9,11722,36648054
"Armenia","arm","Europe",1999,70.8,2740,3093820
"Australia","aus","Asia",1999,79.4,34346,18906936
"Austria","aut","Europe",1999,78,37382,8032953
"Azerbaijan","aze","Europe",1999,65.9,4047,8047997
"Bahamas","bhs","Americas",1999,70.1,25193,293572
"Bahrain","bhr","Asia",1999,74.2,44619,640904
"Bangladesh","bgd","Asia",1999,64.6,1579,128746273
"Barbados","brb","Americas",1999,74.2,14400,268920
"Belarus","blr","Europe",1999,67.7,6879,10005259
"Belgium","bel","Europe",1999,77.7,36209,10237402
"Belize","blz","Americas",1999,69.3,6568,239024
"Benin","ben","Africa",1999,57.1,1500,6740491
"Bhutan","btn","Asia",1999,66.5,3459,548387
"Bolivia","bol","Americas",1999,66.9,4312,8182710
"Bosnia and Herzegovina","bih","Europe",1999,75.3,5965,3784389
"Botswana","bwa","Africa",1999,49.2,10228,1708368
"Brazil","bra","Americas",1999,70.3,11139,173153066
"Brunei","brn","Asia",1999,75.8,74041,323812
"Bulgaria","bgr","Europe",1999,71.4,8516,8066219
"Burkina Faso","bfa","Africa",1999,52.2,1057,11283016
"Burundi","bdi","Africa",1999,46.3,744,6623707
"Cambodia","khm","Asia",1999,59.5,1285,11928306
"Cameroon","cmr","Africa",1999,54.7,2369,15514249
"Canada","can","Americas",1999,79,35810,30420216
"Cape Verde","cpv","Africa",1999,68.2,3363,429576
"Central African Republic","caf","Africa",1999,45.5,887,3653310
"Chad","tcd","Africa",1999,51.7,1045,8042713
"Chile","chl","Americas",1999,76.9,14159,14980484
"China","chn","Asia",1999,69.6,3419,1262713651
"Colombia","col","Americas",1999,73.2,8194,39819279
"Comoros","com","Africa",1999,61.4,1407,533909
"Congo, Dem. Rep.","cod","Africa",1999,54,583,46788238
"Congo, Rep.","cog","Africa",1999,51.6,4413,3031969
"Costa Rica","cri","Americas",1999,77.5,9610,3848725
"Cote d'Ivoire","civ","Africa",1999,52.2,3178,16137824
"Cuba","cub","Americas",1999,75.8,10674,11080506
"Cyprus","cyp","Europe",1999,77.5,28698,925491
"Czech Republic","cze","Europe",1999,74.7,20082,10280525
"Denmark","dnk","Europe",1999,76.3,40321,5319410
"Djibouti","dji","Africa",1999,59.9,2103,710652
"Dominican Republic","dom","Americas",1999,73.2,7649,8429116
"Ecuador","ecu","Americas",1999,73.1,7511,12398691
"Egypt","egy","Africa",1999,69,7528,67112877
"El Salvador","slv","Americas",1999,71.6,6165,5775660
"Equatorial Guinea","gnq","Africa",1999,52,10273,513347
"Eritrea","eri","Africa",1999,52.2,1550,3429656
"Estonia","est","Europe",1999,70.2,13723,1403821
"Ethiopia","eth","Africa",1999,50.6,604,64550161
"Fiji","fji","Asia",1999,64.1,6594,806494
"Finland","fin","Europe",1999,77.5,32743,5164780
"France","fra","Europe",1999,78.8,33707,59107738
"Gabon","gab","Africa",1999,59.7,18413,1202412
"Gambia","gmb","Africa",1999,63.4,1527,1192920
"Georgia","geo","Europe",1999,71.4,3185,4801695
"Germany","deu","Europe",1999,77.8,35931,81965830
"Ghana","gha","Africa",1999,60.1,2244,18384426
"Greece","grc","Europe",1999,78.3,24152,10910741
"Grenada","grd","Americas",1999,70.6,9489,101441
"Guatemala","gtm","Americas",1999,68.8,6239,11408815
"Guinea","gin","Africa",1999,54,1130,8647336
"Guinea-Bissau","gnb","Africa",1999,52.5,1289,1287727
"Guyana","guy","Americas",1999,64.3,5166,740189
"Haiti","hti","Americas",1999,58,1748,8404396
"Honduras","hnd","Americas",1999,70.3,3362,6114534
"Hong Kong, China","hkg","Asia",1999,79.99,31875,6689135
"Hungary","hun","Europe",1999,71.3,16943,10253110
"Iceland","isl","Europe",1999,80.2,32521,278376
"India","ind","Asia",1999,61.2,2496,1034976626
"Indonesia","idn","Asia",1999,67.2,5684,208644079
"Iran","irn","Asia",1999,71.3,11327,64780362
"Iraq","irq","Asia",1999,65.9,11958,22888600
"Ireland","irl","Europe",1999,77.7,38122,3788816
"Israel","isr","Asia",1999,78.5,24263,5891263
"Italy","ita","Europe",1999,79.3,34798,57035249
"Jamaica","jam","Americas",1999,74.6,8115,2579973
"Japan","jpn","Asia",1999,80.6,31535,125481050
"Jordan","jor","Asia",1999,73.2,7566,4691402
"Kazakhstan","kaz","Asia",1999,65,8813,15059994
"Kenya","ken","Africa",1999,55.8,2187,30301240
"Kiribati","kir","Asia",1999,59.6,1676,82969
"North Korea","prk","Asia",1999,59,1377,22641747
"South Korea","kor","Asia",1999,75.8,19233,45908307
"Kuwait","kwt","Asia",1999,77.3,75316,1853152
"Kyrgyz Republic","kgz","Asia",1999,65.8,1991,4893658
"Lao","lao","Asia",1999,55.5,2237,5256207
"Latvia","lva","Europe",1999,70,10208,2394521
"Lebanon","lbn","Asia",1999,75.6,12475,3156661
"Lesotho","lso","Africa",1999,52.9,1563,1839631
"Liberia","lbr","Africa",1999,55.2,397,2741755
"Libya","lby","Africa",1999,74.9,22235,5245414
"Lithuania","ltu","Europe",1999,71.8,12002,3515218
"Luxembourg","lux","Europe",1999,78.1,76102,431264
"Macedonia, FYR","mkd","Europe",1999,72.6,8242,1999362
"Madagascar","mdg","Africa",1999,58.8,1424,15262817
"Malawi","mwi","Africa",1999,45.1,640,10882543
"Malaysia","mys","Asia",1999,73.1,14748,22898579
"Maldives","mdv","Asia",1999,72.3,6950,275385
"Mali","mli","Africa",1999,53.5,1265,10736542
"Malta","mlt","Europe",1999,79,24330,384663
"Mauritania","mrt","Africa",1999,63.2,2834,2629806
"Mauritius","mus","Africa",1999,71.2,10512,1175577
"Mexico","mex","Americas",1999,74.1,14177,101266570
"Micronesia, Fed. Sts.","fsm","Asia",1999,66.3,3018,107808
"Moldova","mda","Europe",1999,68.4,2276,4224270
"Mongolia","mng","Asia",1999,62.3,4643,2376165
"Montenegro","mne","Europe",1999,73,9506,614623
"Morocco","mar","Africa",1999,71.1,4414,28630973
"Mozambique","moz","Africa",1999,52.6,592,17774066
"Myanmar","mmr","Asia",1999,60.4,1998,47106923
"Namibia","nam","Africa",1999,55.4,6035,1857320
"Nepal","npl","Asia",1999,64.6,1517,23315053
"Netherlands","nld","Europe",1999,78,40306,15806771
"New Zealand","nzl","Asia",1999,78.2,27371,3817489
"Nicaragua","nic","Americas",1999,75.6,3342,4949661
"Niger","ner","Africa",1999,51.8,819,10821434
"Nigeria","nga","Africa",1999,55.2,2761,119826231
"Norway","nor","Europe",1999,78.5,57246,4466468
"Oman","omn","Asia",1999,75.1,43544,2225481
"Pakistan","pak","Asia",1999,62.1,3303,135158132
"Panama","pan","Americas",1999,76.2,9889,2970193
"Papua New Guinea","png","Asia",1999,57.4,1953,5236863
"Paraguay","pry","Americas",1999,74.3,6303,5196935
"Peru","per","Americas",1999,73.9,6411,25561297
"Philippines","phl","Asia",1999,69.2,4151,76285225
"Poland","pol","Europe",1999,73.1,13824,38515359
"Portugal","prt","Europe",1999,76.4,25371,10237593
"Qatar","qat","Asia",1999,74.6,107741,570643
"Romania","rou","Europe",1999,70.6,9752,22288573
"Russia","rus","Europe",1999,65.9,11925,146924174
"Rwanda","rwa","Africa",1999,47.2,754,7585143
"St. Lucia","lca","Americas",1999,71.8,9673,155073
"St. Vincent and the Grenadines","vct","Americas",1999,69.6,7635,107879
"Samoa","wsm","Asia",1999,70.7,4066,173758
"Sao Tome and Principe","stp","Africa",1999,64.4,2186,134602
"Saudi Arabia","sau","Asia",1999,76.6,36746,20825955
"Senegal","sen","Africa",1999,59.2,1904,9617641
"Serbia","srb","Europe",1999,71,7161,9559819
"Seychelles","syc","Africa",1999,70.7,18341,80066
"Sierra Leone","sle","Africa",1999,49.2,969,3948800
"Singapore","sgp","Asia",1999,78,48271,3822619
"Slovak Republic","svk","Europe",1999,73,15039,5384857
"Slovenia","svn","Europe",1999,75.7,21655,1988527
